Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Revenue_per_Month,Average_Monthly_Charges,Charges_Evolution,Total_Services,Contract_Risk_Score,Payment_Risk_Score,Service_Dependency_Score,Loyalty_Adjusted_Value,Gender_Encoded,Contract_Encoded,Payment Method_Encoded,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Value_Segment_Low,Value_Segment_Medium,Value_Segment_High,Value_Segment_Premium
Male,No,No,Yes,-1.3722179328725688,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3343120741231108,-1.0641451274386056,Yes,0.4019411173583931,0.4019411173583931,-0.8105631605372914,1,3,3,-1.055012658184437,-0.6207506381379195,1,0,2,False,True,False,False,False,True,False
Female,Yes,No,Yes,0.042081316289010746,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.45302180391774627,0.35474750593190507,Yes,0.4852239074460082,0.4852239074460082,-0.40577358018039844,2,3,3,-0.5152207685066297,0.5515950262519396,0,0,2,False,True,False,False,False,True,False
Female,No,Yes,No,-0.03718284843144459,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),-0.18474316975827643,0.07441571389630426,Yes,-0.1342150329356112,-0.1342150329356112,-0.5807633698418183,5,3,1,0.9616197424503081,0.10490657192353928,0,0,1,True,False,False,False,True,False,False
Male,No,No,No,-1.6443435132739284,No,No phone service,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.964951670986305,-1.7626044544673567,Yes,-0.9633124427227456,-0.9633124427227456,-0.009353913158557138,1,3,3,-1.055012658184437,-1.7012981989528386,1,0,2,True,False,False,True,False,False,False
Male,No,No,No,-1.4954444411486996,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6616350889129862,-1.494182353813893,Yes,-0.7863228901359501,-0.7863228901359501,1.439086775744728,1,3,3,-1.055012658184437,-1.2722674960737004,1,0,2,True,False,False,False,True,False,False
Female,Yes,Yes,Yes,-1.6443435132739284,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2053687212101754,-1.5446620365753907,Yes,0.2049081699593717,0.2049081699593717,-0.009353913158557138,1,3,2,-1.055012658184437,-1.2706391866061109,0,0,3,False,True,False,False,False,True,False
Female,No,No,No,-0.9262870364473353,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,0.22825677559756205,-0.5872960270832124,Yes,0.2051118274792417,0.2051118274792417,0.2574022152901296,4,3,3,0.6591623031757442,-0.15285772305428308,0,0,2,True,False,False,False,False,True,False
Male,No,No,No,-1.6443435132739284,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6177174128788512,-1.6869958230539521,Yes,-0.6161451067265965,-0.6161451067265965,-0.009353913158557138,1,3,3,-1.055012658184437,-1.5582717659170595,1,0,2,True,False,False,False,True,False,False
Male,No,No,Yes,-1.0014835719110122,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,0.9993140194523932,-0.4958628172692301,Yes,0.9518327374626423,0.9518327374626423,0.5142217972689481,3,3,2,0.6591623031757442,0.15121761784483514,1,0,3,False,True,False,False,False,False,True
Female,No,Yes,Yes,-0.25148997342528545,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.5939749694389218,0.11895363279053799,Yes,0.502168320326696,0.502168320326696,1.0697459193757848,2,3,3,-0.5152207685066297,0.4962698430702268,0,0,2,False,True,False,False,False,True,False
Female,No,No,Yes,-1.265129684232389,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.2200843485496073,-0.980458195689039,Yes,0.13313124354486439,0.13313124354486439,1.0179356142322364,1,3,1,-1.055012658184437,-0.5149271360775682,0,0,0,False,True,False,False,False,True,False
Male,Yes,Yes,No,1.0035217061831987,No,No phone service,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.6295324669394693,0.5401427710066857,Yes,-0.6141106808150714,-0.6141106808150714,-0.1659327154303701,3,3,3,-0.06576177140825509,0.060649817279563714,1,0,2,True,False,False,False,True,False,False
Female,No,Yes,Yes,-1.4954444411486996,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.2991439256149369,-1.037460549290383,Yes,1.8267921807406602,1.8267921807406602,-6.300268292309472,5,3,3,1.235007287882481,-0.5094352857872412,0,0,2,False,True,False,False,False,False,True
Female,No,Yes,No,0.8718687965981413,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9945125571154186,1.1465415217092516,Yes,0.9741461351984908,0.9741461351984908,0.18522641741146367,4,2,1,0.9616197424503081,1.1825777707928224,0,1,0,False,True,False,False,False,False,True
Female,Yes,No,Yes,-0.49640806157178985,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3359410385720387,-0.1254173625931015,Yes,0.39751639922748505,0.39751639922748505,-0.7404042893434989,1,3,2,-1.055012658184437,0.21193270525192934,0,0,3,False,True,False,False,False,True,False
Female,Yes,No,Yes,-1.0014835719110122,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.4010352784588278,-0.653267226187002,Yes,0.25351306715103805,0.25351306715103805,1.7465201204744023,2,3,1,-0.5152207685066297,-0.1321288590982773,0,0,0,False,True,False,False,False,True,False
Female,No,No,No,-1.6443435132739284,No,No phone service,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.1550628756756474,-1.810182068398349,Yes,-1.1536475884152322,-1.1536475884152322,-0.009353913158557138,1,3,1,-1.734549940760439,-1.787739037233664,0,0,0,True,False,False,True,False,False,False
Male,No,No,Yes,-0.9262870364473353,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6618267515497279,-0.48915573792644274,Yes,0.6057206238533296,0.6057206238533296,0.6352882785369378,2,3,1,-0.06576177140825509,0.0674925593350985,1,0,0,False,True,False,False,False,True,False
Female,No,No,Yes,-0.6062228409923245,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.49196098864917226,-0.1468072089157661,Yes,0.6918409608964656,0.6918409608964656,-2.3554262692131736,3,3,3,-0.06576177140825509,0.23029619742712185,0,0,2,False,True,False,False,False,True,False
Female,No,Yes,No,-1.6443435132739284,No,No phone service,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3353398929326472,-1.8608508628479041,Yes,-1.334342126801316,-1.334342126801316,-0.009353913158557138,0,3,3,-2.6618647906246133,-1.876715776081924,0,0,2,True,False,False,True,False,False,False
Male,No,Yes,Yes,-1.0820895629741363,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.8710837253440163,-0.6224771272687097,Yes,0.7876122790787635,0.7876122790787635,0.9593196254750451,4,3,3,0.6591623031757442,0.005112819781911729,1,0,2,False,True,False,False,False,False,True
Male,No,No,Yes,-1.6443435132739284,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.5130351790596814,-1.5002111069633477,Yes,0.5112839826302479,0.5112839826302479,-0.009353913158557138,2,3,3,-0.06576177140825509,-1.1759967542489898,1,0,2,False,True,False,False,False,True,False
Female,No,No,Yes,-0.29764816640317676,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3690273195394072,0.27333575857387643,Yes,1.2112763753159734,1.2112763753159734,1.8566394974416964,6,3,3,1.4846416533919846,0.8840998664292794,0,0,2,False,True,False,False,False,False,True
Male,No,No,No,-1.4954444411486996,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6059088595004415,-1.479965804251269,Yes,-0.7311194781781096,-0.7311194781781096,1.4489012161168993,1,3,1,-1.055012658184437,-1.2453834072967584,1,0,1,True,False,False,False,True,False,False
Female,No,No,Yes,-1.265129684232389,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.195554528001606,-0.9889190392151861,Yes,0.09513034175385628,0.09513034175385628,1.17932834883032,1,3,3,-1.055012658184437,-0.526289355246741,0,0,2,False,True,False,False,True,False,False
Male,No,Yes,No,-1.265129684232389,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.4697234236007712,-1.1770290622078383,Yes,-0.6435578068661676,-0.6435578068661676,2.0243895946485306,2,3,2,-0.5152207685066297,-0.8602257455105086,1,0,3,True,False,False,False,True,False,False
Female,No,Yes,No,-1.6443435132739284,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-0.2976835212402814,-1.6267049687760564,Yes,-0.2966250796583084,-0.2966250796583084,-0.009353913158557138,2,3,2,-0.06576177140825509,-1.4393312027761114,0,0,3,True,False,False,False,True,False,False
Male,No,No,Yes,-1.6443435132739284,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.6650547165017637,-1.479534814771354,Yes,0.6625765930664651,0.6625765930664651,-0.009353913158557138,3,3,2,0.32025948200819615,-1.1312052399925683,1,0,3,False,True,False,False,False,True,False
Male,No,No,No,-1.4954444411486996,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.32432955030581306,-1.366130775687453,Yes,-0.23525392462344227,-0.23525392462344227,-1.0106514360592813,2,3,2,-0.5152207685066297,-1.1160652514713731,1,0,3,True,False,False,False,True,False,False
Female,Yes,No,Yes,-0.7251211853549012,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9993140194523932,-0.14132758190010633,Yes,1.2122985816528726,1.2122985816528726,-2.571629312626727,4,3,3,0.9616197424503081,0.4049345897439954,0,0,2,False,True,False,False,False,False,True
Male,Yes,No,No,-0.49640806157178985,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.3343120741231108,-0.17083949780558624,Yes,0.24300818135289073,0.24300818135289073,1.0687680882961268,2,3,3,-0.5152207685066297,0.21099527809748214,1,0,2,False,True,False,False,False,True,False
Male,No,No,No,-1.6443435132739284,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.5200665888589939,-1.6677834946480248,Yes,-0.5186090536478558,-0.5186090536478558,-0.009353913158557138,2,3,2,-0.5152207685066297,-1.5208370825871578,1,0,3,True,False,False,False,True,False,False
Female,No,Yes,No,-1.4954444411486996,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.20373323258842196,-1.2624999173222153,Yes,0.30656199631144293,0.30656199631144293,-1.2071447515960703,1,3,3,-1.055012658184437,-0.8971382239737778,0,0,2,False,True,False,False,False,True,False
Male,Yes,Yes,No,-1.6443435132739284,No,No phone service,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,-0.8024671272577099,-1.7256579052772842,Yes,-0.8007888837477904,-0.8007888837477904,-0.009353913158557138,2,3,3,-0.5152207685066297,-1.6322679806709977,1,0,2,True,False,False,False,True,False,False
Female,No,Yes,No,-1.4954444411486996,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6531822889870187,-1.4972990776395287,Yes,-0.7982351978630129,-0.7982351978630129,1.674858214825496,1,3,1,-1.055012658184437,-1.26815945853222,0,0,1,True,False,False,False,True,False,False
Male,Yes,No,No,-1.3722179328725688,No,No phone service,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.7701401739132677,-1.3069811819951576,Yes,-0.669600653041621,-0.669600653041621,-1.110511486569071,2,3,3,-0.5152207685066297,-1.152949457339203,1,0,2,True,False,False,False,True,False,False
Male,Yes,No,No,-0.6062228409923245,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3785487068784168,0.0016632607309473597,Yes,1.3103191385261765,1.3103191385261765,0.746258486522277,5,3,3,1.235007287882481,0.6797074048787238,1,0,2,False,True,False,False,False,False,True
Male,No,No,No,1.0291015436184652,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5290486008512154,-0.15449392023387937,Yes,-1.5544790529146675,-1.5544790529146675,0.2647226843467946,1,1,2,-1.055012658184437,-0.8753826864074341,1,2,3,False,False,True,True,False,False,False
Female,Yes,No,No,-0.44435050089749173,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9817059602081235,0.07874514729358471,Yes,0.9775405009432513,0.9775405009432513,-0.009353913158557138,4,3,3,0.9616197424503081,0.5959583400472664,0,0,2,False,True,False,False,False,False,True
Male,No,No,No,-1.6443435132739284,No,No phone service,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.3353398929326472,-1.8608508628479041,Yes,-1.334342126801316,-1.334342126801316,-0.009353913158557138,0,3,1,-2.6618647906246133,-1.876715776081924,1,0,0,True,False,False,True,False,False,False
Male,No,No,No,-1.6443435132739284,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.21027468362090657,-1.5439231266819036,Yes,0.209795557653898,0.209795557653898,-0.009353913158557138,1,3,2,-1.055012658184437,-1.2690844649906254,1,0,3,False,True,False,False,False,True,False
Male,No,Yes,No,-1.169363051421521,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.6908685073638559,-0.7808892238673414,Yes,0.521606615542377,0.521606615542377,2.0115746731933286,3,3,3,-0.06576177140825509,-0.17916532127284127,1,0,2,False,True,False,False,False,True,False
Female,No,Yes,No,0.8447376593843661,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3198023303566124,1.2701937252602762,Yes,1.4119958765137484,1.4119958765137484,-1.1866515380396707,5,3,3,1.235007287882481,1.364563574054317,0,0,2,False,True,False,False,False,False,True
Male,No,Yes,No,-0.3451032456934132,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1.0041149315002147,0.2063692897397538,Yes,1.118526081060337,1.118526081060337,-1.4167071251653292,4,3,2,0.9616197424503081,0.6685894740465691,1,0,3,False,True,False,False,False,False,True
Male,No,Yes,No,-1.6443435132739284,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.1906462937837677,-1.546885734888821,Yes,0.1902410772186579,0.1902410772186579,-0.009353913158557138,1,3,3,-1.055012658184437,-1.2753142227355438,1,0,2,False,True,False,False,True,False,False
Male,Yes,No,No,-0.9262870364473353,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.3375699238376027,-0.5433081253851835,Yes,0.37933881212419307,0.37933881212419307,-0.5101247656715235,2,3,3,-0.5152207685066297,-0.09554916197964193,1,0,2,False,True,False,False,False,True,False
Male,No,No,No,-0.788710798441481,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6447328877607322,-0.7357258383804695,Yes,-0.6874147046985608,-0.6874147046985608,0.4959277137022448,1,3,1,-1.055012658184437,-0.5775371680963046,1,0,1,True,False,False,False,True,False,False
Male,Yes,No,No,-0.07808393064536283,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.389652776787792,0.17585993169516748,Yes,0.23462716155636018,0.23462716155636018,1.8372067475632459,1,3,3,-1.055012658184437,0.4601584718870365,1,0,2,False,True,False,False,False,True,False
Female,No,No,No,-1.6443435132739284,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.30823782777273195,-1.5293818841756772,Yes,0.3073738351710201,0.3073738351710201,-0.009353913158557138,2,3,2,-0.5152207685066297,-1.2383609026960716,0,0,3,False,True,False,False,False,True,False
Female,Yes,No,No,-1.265129684232389,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0137151084110478,-0.7877105145570197,Yes,1.122931961823298,1.122931961823298,-1.3565795669672498,3,3,3,0.6591623031757442,-0.17434582550428115,0,0,2,False,True,False,False,False,False,True
Male,Yes,Yes,No,0.2274474701920327,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.35059816209897815,0.41844183902739696,Yes,0.25471118943746035,0.25471118943746035,1.1236650239049821,1,3,3,-1.055012658184437,0.5623386162691885,1,0,2,False,True,False,False,False,True,False
Male,No,No,No,-1.169363051421521,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5357165776928304,-0.7615251512914977,Yes,0.6146872800010501,0.6146872800010501,-0.9581776363656315,2,3,3,-0.06576177140825509,-0.24889824578795194,1,0,2,False,True,False,False,False,True,False
Female,No,Yes,No,0.4303766534126673,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),0.5259977330783779,0.6683823099413205,Yes,0.5303392640229064,0.5303392640229064,-0.08226455037406791,6,2,1,1.4846416533919846,0.7475227067505773,0,1,1,True,False,False,False,False,True,False
Male,Yes,Yes,No,-0.07808393064536283,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9400572352994498,0.39144535557847243,Yes,0.9300831121033021,0.9300831121033021,0.06330843878887595,4,3,3,0.9616197424503081,0.7787632041965594,1,0,2,False,True,False,False,False,False,True
Female,Yes,No,No,0.8987230475950333,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.595591932559742,1.004932568538064,Yes,0.532487259773033,0.532487259773033,0.7224008947897113,6,2,1,1.4846416533919846,0.9422389194296819,0,1,0,True,False,False,False,False,True,False
Female,Yes,No,No,-1.4954444411486996,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.20209765995248283,-1.2861608714752395,Yes,0.1747510801151664,0.1747510801151664,0.30809965243776377,1,3,3,-1.055012658184437,-0.8977771341330187,0,0,2,False,True,False,False,True,False,False
Female,No,No,No,-1.0014835719110122,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3163882229077015,-0.6445476345227237,Yes,0.2890441620776394,0.2890441620776394,0.30395878989731523,1,3,3,-1.055012658184437,-0.17477658352228026,0,0,2,False,True,False,False,False,True,False
